Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,Study,cell_lines,producer,library_strat
ERR4319931,2021-02-01T15:29:55Z,2021-02-05T12:12:56Z,56395541,16918662300,56395541,300,6372,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319931/ERR4319931.lite.1,ERX4268298,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,222,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805143,SAMEA7040954,simple,10029,Cricetulus griseus,SAMEA7040954,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,0F1F105EB0054FEA7779AF9EAC328AC5,1635FF5E0B347CE1207B9A54E9848D02,Dhiman,CHO-K1,TRUE,rRNA
ERR4319937,2021-02-01T15:29:55Z,2021-02-05T13:12:57Z,50869762,15260928600,50869762,300,5745,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319937/ERR4319937.lite.1,ERX4268304,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,215,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805144,SAMEA7040955,simple,10029,Cricetulus griseus,SAMEA7040955,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,23A1D4D3BF337FD82DA160480EFF639F,85F4729F113E89D986E004FE39C5D15C,Dhiman,CHO-K1,TRUE,rRNA
ERR4319934,2021-02-01T15:29:55Z,2021-02-05T13:15:57Z,51187835,15356350500,51187835,300,5789,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319934/ERR4319934.lite.1,ERX4268301,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,216,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805145,SAMEA7040956,simple,10029,Cricetulus griseus,SAMEA7040956,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,61805827B2762AFEF171CB55D37DE5A1,3BB519F3E1C7D6C73BA4E608EAA48112,Dhiman,CHO-K1,TRUE,rRNA
ERR4319919,2021-02-01T15:29:55Z,2021-02-05T11:17:28Z,51608870,15482661000,51608870,300,5857,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319919/ERR4319919.lite.1,ERX4268286,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,216,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805146,SAMEA7040957,simple,10029,Cricetulus griseus,SAMEA7040957,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,A0AE834B3C09E6811FBEB00CFA363235,CCC85574718395D950457886BDB5CFEB,Dhiman,CHO-K1,TRUE,rRNA
ERR4319916,2021-02-01T15:29:55Z,2021-02-05T11:02:16Z,58332601,17499780300,58332601,300,6617,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319916/ERR4319916.lite.1,ERX4268283,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,215,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805147,SAMEA7040958,simple,10029,Cricetulus griseus,SAMEA7040958,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,1CCB01956132EF5D2E84D9AC8D7C84E1,B72491977442535222FD599DB068BFE3,Dhiman,CHO-K1,TRUE,rRNA
ERR4319913,2021-02-01T15:29:55Z,2021-02-11T14:41:03Z,52565811,15769743300,52565811,300,6023,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319913/ERR4319913.lite.1,ERX4268280,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,213,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805148,SAMEA7040959,simple,10029,Cricetulus griseus,SAMEA7040959,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,04F673E4FE60796E8F56CD93B4C3FEA0,3A258868F0C96340DEC1CEAB0CCD2B9B,Dhiman,CHO-K1,TRUE,rRNA
ERR4319922,2021-02-01T15:29:55Z,2021-02-05T11:04:54Z,55970778,16791233400,55970778,300,6316,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319922/ERR4319922.lite.1,ERX4268289,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,213,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805149,SAMEA7040960,simple,10029,Cricetulus griseus,SAMEA7040960,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,FB019FCB0F28F49548BDEB7F3517EF81,F96B8DBC3BC1B158B683DEF38D65D74D,Dhiman,CHO-K1,TRUE,rRNA
ERR4319925,2021-02-01T15:29:55Z,2021-02-05T12:42:30Z,53783030,16134909000,53783030,300,6127,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319925/ERR4319925.lite.1,ERX4268292,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,213,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805150,SAMEA7040961,simple,10029,Cricetulus griseus,SAMEA7040961,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,525FD6B93356F132B1265CAE486B52BE,D255FD7507756FB9390F0EC76B6EB5B4,Dhiman,CHO-K1,TRUE,rRNA
ERR4319929,2021-02-01T15:29:55Z,2021-02-05T12:17:40Z,52387313,15716193900,52387313,300,5873,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319929/ERR4319929.lite.1,ERX4268296,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,217,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805151,SAMEA7040962,simple,10029,Cricetulus griseus,SAMEA7040962,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,3F0CD21A23AB5DF0E19C0EB19D5FCC81,815453A139068F44724055077B227FE4,Dhiman,CHO-K1,TRUE,rRNA
ERR4319932,2021-02-01T15:29:55Z,2021-02-05T13:18:32Z,54185152,16255545600,54185152,300,6120,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319932/ERR4319932.lite.1,ERX4268299,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,221,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805152,SAMEA7040963,simple,10029,Cricetulus griseus,SAMEA7040963,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,44B409B3E846FCEB9445E0A18AC7C2F5,59B8D76C03D10930A697A464BC610B02,Dhiman,CHO-K1,TRUE,rRNA
ERR4319938,2021-02-01T15:29:55Z,2021-02-05T13:14:00Z,51168448,15350534400,51168448,300,5782,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319938/ERR4319938.lite.1,ERX4268305,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,217,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805153,SAMEA7040964,simple,10029,Cricetulus griseus,SAMEA7040964,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,CDCB7B53329B3A446BCFCECD383D04CE,B7D19B825754DCFCD6499ABFC96A59CA,Dhiman,CHO-K1,TRUE,rRNA
ERR4319935,2021-02-01T15:29:55Z,2021-02-05T13:04:37Z,56104752,16831425600,56104752,300,6318,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319935/ERR4319935.lite.1,ERX4268302,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,215,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805154,SAMEA7040965,simple,10029,Cricetulus griseus,SAMEA7040965,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,F40A897D85EF628CAE74FD0898FFA304,745BA1BE646F7E2629D033161D0A2813,Dhiman,CHO-K1,TRUE,rRNA
ERR4319920,2021-02-01T15:29:55Z,2021-02-05T10:48:26Z,52676821,15803046300,52676821,300,5896,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319920/ERR4319920.lite.1,ERX4268287,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,217,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805155,SAMEA7040966,simple,10029,Cricetulus griseus,SAMEA7040966,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,D6721B2ACE07F050EAC5EC577C35A2ED,313F02B2A5C706C0ED926262AE2A2B51,Dhiman,CHO-K1,TRUE,rRNA
ERR4319917,2021-02-01T15:29:55Z,2021-02-05T11:04:05Z,54786757,16436027100,54786757,300,6200,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319917/ERR4319917.lite.1,ERX4268284,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,215,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805156,SAMEA7040967,simple,10029,Cricetulus griseus,SAMEA7040967,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,D7B544CD8DBDACCD2E58EEE09D26D2A1,2D644E9E82CF4B840DD85827B13B6BF4,Dhiman,CHO-K1,TRUE,rRNA
ERR4319914,2021-02-01T15:29:55Z,2021-02-05T10:46:32Z,49198680,14759604000,49198680,300,5564,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319914/ERR4319914.lite.1,ERX4268281,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,215,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805157,SAMEA7040968,simple,10029,Cricetulus griseus,SAMEA7040968,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,BB99AE8EFFF7034C9D3CCB027FC2FAA4,5678A4BDF650D6CAE55FD854D81EA3A8,Dhiman,CHO-K1,TRUE,rRNA
ERR4319923,2021-02-01T15:29:55Z,2021-02-05T12:13:40Z,55320605,16596181500,55320605,300,6276,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319923/ERR4319923.lite.1,ERX4268290,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,215,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805158,SAMEA7040969,simple,10029,Cricetulus griseus,SAMEA7040969,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,EB7D4039D07B598C57AE50F07DAB0D03,07AE9186D10C9AF7C88549CA040F61E0,Dhiman,CHO-K1,TRUE,rRNA
ERR4319926,2021-02-01T15:29:55Z,2021-02-05T12:14:14Z,52414005,15724201500,52414005,300,5951,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4319/ERR4319926/ERR4319926.lite.1,ERX4268293,unspecified,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,214,0,ILLUMINA,Illumina HiSeq 4000,ERP122753,PRJEB39258,,698854,ERS4805159,SAMEA7040970,simple,10029,Cricetulus griseus,SAMEA7040970,,,,,,,no,,,,,"UNIVERSITY OF NATURAL RESOURCES AND LIFE SCIENCES,",ERA2763209,,public,DC843D3B13A1F4D7EE732EA5C831DBFE,40DC5325F262AC9F180FC22E4F3CE832,Dhiman,CHO-K1,TRUE,rRNA
SRR2968323,2016-11-21T15:50:22Z,2015-12-01T14:41:23Z,43949667,8877832734,43949667,202,3654,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/968/SRR2968323/SRR2968323.sralite.1,SRX1457795,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066848,PRJNA304606,2,304606,SRS1185350,SAMN04305210,simple,10029,Cricetulus griseus,GSM1958459,,,,,"",,no,,,,,GEO,SRA314366,,public,6C9384EE910178DE1A074D3C7215CA65,EC7B364C42BC405B0072BA1B501F0936,van Wijk,CHO-K1,FALSE,PolyA
SRR2968324,2016-11-21T15:50:22Z,2015-12-01T14:36:41Z,36493715,7371730430,36493715,202,3034,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/968/SRR2968324/SRR2968324.sralite.1,SRX1457796,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066848,PRJNA304606,2,304606,SRS1185349,SAMN04305211,simple,10029,Cricetulus griseus,GSM1958460,,,,,"",,no,,,,,GEO,SRA314366,,public,CB040F89965BC3F3636CEDA4CEF70AB0,776195D281DFA0E654461CEDAFFF57DA,van Wijk,CHO-K1,FALSE,PolyA
SRR2968325,2016-11-21T15:50:22Z,2015-12-01T14:30:37Z,26770966,5407735132,26770966,202,2214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/968/SRR2968325/SRR2968325.sralite.1,SRX1457797,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066848,PRJNA304606,2,304606,SRS1185351,SAMN04305212,simple,10029,Cricetulus griseus,GSM1958461,,,,,"",,no,,,,,GEO,SRA314366,,public,23E92C3AB3D98B2F51881556A99BE8D1,7E69A6310CDE02F4D3990307D8933102,van Wijk,CHO-K1,FALSE,PolyA
SRR2968326,2016-11-21T15:50:22Z,2015-12-01T14:33:30Z,28398868,5736571336,28398868,202,2355,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/968/SRR2968326/SRR2968326.sralite.1,SRX1457798,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066848,PRJNA304606,2,304606,SRS1185348,SAMN04305213,simple,10029,Cricetulus griseus,GSM1958462,,,,,"",,no,,,,,GEO,SRA314366,,public,57A771B8CD42BE011A7F82069CF0C5B5,01B6865BA9180C430F2C89E416371107,van Wijk,CHO-K1,FALSE,PolyA
SRR2968327,2016-11-21T15:50:22Z,2015-12-01T14:38:41Z,31878335,6439423670,31878335,202,2643,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/968/SRR2968327/SRR2968327.sralite.1,SRX1457799,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066848,PRJNA304606,2,304606,SRS1185347,SAMN04305214,simple,10029,Cricetulus griseus,GSM1958463,,,,,"",,no,,,,,GEO,SRA314366,,public,4F05D6877A8DD42FC55B2674525E0D1E,941DCEB21CE9C58D717C847A74992E67,van Wijk,CHO-K1,FALSE,PolyA
SRR2968328,2016-11-21T15:50:22Z,2015-12-01T14:38:37Z,35359779,7142675358,35359779,202,2910,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/968/SRR2968328/SRR2968328.sralite.1,SRX1457800,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066848,PRJNA304606,2,304606,SRS1185346,SAMN04305215,simple,10029,Cricetulus griseus,GSM1958464,,,,,"",,no,,,,,GEO,SRA314366,,public,09B8183CA2D3A08C384D41214BE4D23E,BE0CC03A21CFEC80347E0CB3F2F4E63A,van Wijk,CHO-K1,FALSE,PolyA
SRR3161757,2016-11-23T16:17:14Z,2016-02-10T18:52:04Z,17370599,3508860998,17370599,202,1419,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161757/SRR3161757.sralite.1,SRX1570960,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322707,SAMN04501027,simple,10029,Cricetulus griseus,GSM2059626,,,,,,,no,,,,,GEO,SRA352747,,public,9EB5B4BBBECCFD8799DBF1ADA7B4635B,BCAFC0AFD85A5994C0995AD1B958618E,Hefzi,CHO-S,FALSE,PolyA
SRR3161758,2016-11-23T16:17:14Z,2016-02-10T18:56:14Z,17881469,3612056738,17881469,202,1459,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161758/SRR3161758.sralite.1,SRX1570961,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322706,SAMN04501028,simple,10029,Cricetulus griseus,GSM2059627,,,,,,,no,,,,,GEO,SRA352747,,public,EEFD02A7FC87C253461AF2F663C43944,71625A75464A93F044AC305DB30716B5,Hefzi,CHO-S,FALSE,PolyA
